0,0,0,0,1
1,0,0,0,1.2
2,0,0,1,1.2
3,1,0,0,1
4,0,0,-1,1
5,0,0,0,1
6,0,0,0,1.2
7,1,0,0,1.2
8,1,0,0,1.2
9,1,0,0,1.1
10,1,0,-1,1.2
11,1,0,-1,1.2
12,1,0,-1,1.2
13,0,0,1,1.2
14,0,0,-1,1
15,0,0,1,1.2
16,0,0,0,1.2
17,0,0,1,1.1
18,0,0,0,1.5
19,0,0,0,1
20,0,0,1,1.7
21,0,0,1,1.2
22,0,0,-1,1
23,0,0,0,1
24,0,0,1,1.2
25,0,0,-1,1.3
26,0,0,2,1
27,0,0,2,1.1
28,0,0,2,1
29,0,0,0,1.1
30,0,0,2,1.1
31,0,0,-1,1.1
32,0,0,0,1.2
33,0,0,1,1.2
34,0,0,0,1
35,0,0,2,1
36,0,0,2,1
37,0,0,2,1.1
38,1,0,-1,1.2
39,0,0,1,1
40,0,0,2,1.1
41,0,0,0,1.1
42,0,0,-1,1.1
43,0,0,1,1.2
44,1,0,-1,1.7
45,0,0,1,1.2
46,0,0,2,1
47,0,0,0,1.1
48,0,0,-1,0.95
49,0,0,0,1
50,0,0,0,1.1
51,0,0,0,1.1
52,0,0,0,1
53,0,0,0,1.2
54,0,0,0,1.1
55,0,0,0,1.2
56,0,0,1,1
57,0,0,0,0.8
58,1,0,0,1.1
59,0,0,2,1.1
60,0,0,0,1
61,0,0,2,1
62,0,0,-1.5,1
63,0,0,1,1
64,0,0,0,1.1
65,0,0,2,1
66,0,0,2,1.2
67,0,0,2,1.1
68,0,0,1,1
69,0,0,-1,1.2
70,0,0,-1,1.2
71,0,0,2,1.2
72,0,0,0,1.2
73,0,0,1,1
74,-1,0,0,1.1
75,0,0,2,1
76,0,0,0,1.1
77,0,0,1,1.2
78,0,0,1,1.1
79,0,0,2,1
80,0,0,1,1.2
81,0,0,-1,1.2
82,0,0,1,1.2
83,0,0,1,1.2
84,0,0,1,1.2
85,0,0,-1,1.4
86,0,0,0,1
87,0,0,-1,1.1
88,0,0,0,1.1
89,0,0,1,1.1
90,0,0,2,1
91,0,0,0,1.1
92,0,0,0,1.2
93,0,0,1,1.1
